Nombre,ISIN,Rent Total 1 Día,Rent Total 1 Semana,Rent Total 1 Mes,Rent Total 3 Meses,Rent Total 6 Meses,Rent Total Año,Rent Total 1 Año,Rent Total 3 Años,Rent Total 5 Años,Rent Total 10 Años
US Global Investors Travel ETF,IE00BMFNW783,"1,76 %","2,84 %","0,96 %","1,74 %","27,99 %","10,30 %","22,06 %","23,68 %",—,—
UTI India Sovereign Bond ETF A USD Acc,IE000LG8P349,"0,00 %","1,38 %","0,80 %","−1,90 %","−1,40 %","2,22 %","2,01 %","6,10 %",—,—
VALOUR BITTENSOR (TAO) SEK Acc,CH1213604619,"−1,42 %","3,99 %","22,56 %","−12,24 %","6,12 %","−28,45 %",—,—,—,—
VanEck AEX UCITS ETF,NL0009272749,"0,51 %","2,32 %","4,57 %","7,76 %","13,86 %","13,57 %","11,76 %","17,07 %","14,55 %","10,56 %"
VanEck Circular Economy ETF A USD Acc,IE0001J5A2T9,"0,50 %","2,85 %","0,82 %","−0,94 %","8,70 %","12,57 %","9,24 %","8,69 %",—,—
VanEck Crypto&Blckchan Innovtr ETF A USD,IE00BMDKNW35,"8,33 %","5,78 %","11,11 %","34,08 %","141,87 %","63,78 %","85,92 %","76,36 %",—,—
VanEck Defense ETF A USD Acc,IE000YYE6WK5,"0,06 %","6,76 %","0,57 %","9,60 %","32,30 %","75,62 %","74,94 %",—,—,—
VanEck Em Mkts HY Bd ETF A USD,IE00BF541080,"−0,37 %","0,24 %","−0,42 %","1,93 %","6,34 %","7,22 %","7,99 %","13,20 %","3,22 %",—
VanEck Eur Equal Weight Scrn UCITS ETF,NL0010731816,"0,63 %","1,90 %","3,32 %","3,31 %","11,18 %","16,63 %","14,12 %","18,35 %","14,36 %","7,75 %"
VanEck Genomics and Healthcare Inn ETF,IE000B9PQW54,"1,07 %","2,52 %","5,84 %","9,08 %","22,28 %","4,65 %","5,20 %","−1,03 %",—,—
VanEck Glb Flln Angl HY BdETFA$,IE00BF540Z61,"0,33 %","0,76 %","−0,60 %","2,04 %","7,61 %","9,55 %","8,39 %","12,13 %","4,18 %",—
VanEck Global Real Estate UCITS ETF,NL0009690239,"0,86 %","1,98 %","3,90 %","6,43 %","7,51 %","3,54 %","−0,76 %","7,24 %","7,63 %","2,90 %"
VanEck Gold Miners UCITS ETF,IE00BQQP9F84,"−0,07 %","−6,26 %","0,71 %","37,64 %","49,37 %","118,34 %","77,50 %","47,78 %","15,03 %","17,37 %"
VanEck Hydrogen Ecoy ETF A USD,IE00BMDH1538,"2,73 %","−3,84 %","7,46 %","32,35 %","77,67 %","41,20 %","44,40 %","−6,65 %",—,—
VanEck iBoxx EUR Corporates UCITS ETF,NL0009690247,"−0,04 %","0,08 %","0,98 %","1,30 %","2,01 %","3,23 %","3,49 %","5,50 %","−0,11 %","1,21 %"
VanEck iBoxx EUR Sov Div 1-10 UCITS ETF,NL0009690254,"−0,28 %","−0,27 %","0,90 %","1,05 %","0,71 %","2,19 %","2,07 %","3,34 %","−2,27 %","0,03 %"
VanEck iBoxx EUR SovCap AAA-AA 1-5 U ETF,NL0010273801,"−0,14 %","−0,15 %","0,45 %","0,05 %","0,47 %","2,10 %","2,23 %","2,23 %","−0,78 %","−0,38 %"
VanEck JPM EM LC Bd ETF A USD,IE00BDS67326,"0,53 %","0,54 %","0,41 %","2,44 %","8,40 %","15,00 %","12,03 %","10,76 %","1,65 %",—
VanEck Junior Gold Miners ETF,IE00BQQP9G91,"−0,37 %","−6,37 %","1,90 %","39,22 %","54,63 %","126,27 %","84,19 %","50,71 %","12,73 %","16,96 %"
VanEck Medical Robotic and Bionic EngETF,IE0005TF96I9,"0,77 %","4,12 %","3,38 %","0,54 %","8,09 %","1,39 %","0,79 %",—,—,—
VanEck Morningstar DevMrkts Div Lead ETF,NL0011683594,"0,20 %","1,03 %","2,11 %","4,41 %","10,89 %","15,51 %","16,74 %","16,24 %","19,50 %",—
VanEck Morningstar US SMID Moat ETF A,IE000SBU19F7,"1,04 %","3,16 %","1,83 %","1,50 %","17,54 %","6,47 %","6,82 %",—,—,—
VanEck Morningstar US Wide Moat ETF A,IE0007I99HX7,"0,88 %","3,13 %","4,48 %","3,80 %","22,00 %","10,79 %","7,94 %",—,—,—
VanEck MorningstarGlbWdMtETFAUSD,IE00BL0BMZ89,"0,52 %","2,39 %","1,80 %","3,80 %","19,33 %","25,57 %","21,86 %","18,93 %","10,95 %",—
VanEck Mstar US ESG WidMoatETF,IE00BQQP9H09,"0,74 %","3,18 %","4,52 %","3,74 %","18,65 %","7,19 %","5,65 %","14,77 %","9,79 %","12,07 %"
VanEck Multi-Asset Bal Alloc UCITS ETF,NL0009272772,"0,30 %","0,93 %","2,24 %","3,31 %","7,25 %","5,85 %","6,41 %","8,85 %","5,88 %","4,35 %"
VanEck Multi-Asset Cons Alloc UCITS ETF,NL0009272764,"0,54 %","1,01 %","2,46 %","3,50 %","6,11 %","4,65 %","5,10 %","7,19 %","3,33 %","3,08 %"
VanEck Multi-Asset Growth Alloc ETF,NL0009272780,"0,02 %","0,91 %","2,57 %","4,13 %","9,37 %","5,92 %","6,87 %","10,14 %","8,41 %","5,83 %"
VanEck New China ETF,IE0000H445G8,"0,88 %","1,75 %","−3,15 %","7,80 %","26,60 %","28,48 %","27,31 %","11,21 %",—,—
VanEck Oil Services ETF A USD Acc,IE000NXF88S1,"2,25 %","12,66 %","5,41 %","11,14 %","32,43 %","5,42 %","6,66 %",—,—,—
VanEck Quantum Cmptg ETF A USD Acc,IE0007Y8Y157,"1,20 %","1,07 %","5,80 %","21,90 %",—,—,—,—,—,—
VanEck RreErth&StratMtlsETFA$Acc,IE0002PG6CA6,"3,28 %","3,61 %","10,83 %","33,33 %","90,47 %","84,92 %","61,26 %","−4,51 %",—,—
VanEck S&P Global Mining ETF,IE00BDFBTQ78,"0,23 %","−2,14 %","3,59 %","24,38 %","43,49 %","64,47 %","40,00 %","23,73 %","15,53 %",—
VanEck Semiconductor ETF,IE00BMC38736,"2,41 %","3,95 %","11,38 %","26,01 %","69,79 %","44,46 %","42,88 %","51,35 %",—,—
VanEck Space Innovators ETF A USD Acc,IE000YU9K6K2,"1,57 %","1,71 %","11,81 %","26,06 %","90,96 %","85,08 %","131,02 %","49,11 %",—,—
VanEck Sust Fut of Food ETF A USD Acc,IE0005B8WVT6,"0,23 %","0,85 %","1,39 %","−5,56 %","0,14 %","2,76 %","−0,61 %","8,17 %",—,—
VanEck Uranium and Nclr Tchs ETF A $ Acc,IE000M7V94E1,"2,03 %","−1,99 %","2,87 %","23,96 %","111,20 %","94,39 %","80,09 %",—,—,—
VanEck US Flln Angl Hi Yld Bd ETFA$Acc,IE000J6CHW80,"0,27 %","0,90 %","0,23 %","2,94 %","8,73 %","8,10 %","8,29 %",—,—,—
VanEck Video Gmng &eSptsETFAUSD,IE00BYWQWR46,"0,69 %","0,80 %","−3,07 %","7,60 %","26,85 %","39,76 %","60,12 %","45,63 %","15,31 %",—
VanEck World Equal Weight Scrn UCITS ETF,NL0010408704,"0,78 %","2,05 %","3,83 %","6,35 %","15,89 %","10,50 %","12,87 %","15,15 %","13,33 %","9,50 %"
Vanguard ESG Dev APAC All Cp ETF USD Acc,IE000GOJO2A3,"0,75 %","1,48 %","2,83 %","8,33 %","22,64 %","27,35 %","25,74 %","18,84 %",—,—
Vanguard ESG Dev Eurp All Cp ETF EUR Acc,IE000QUOSE01,"0,16 %","1,27 %","3,99 %","3,96 %","10,78 %","13,95 %","10,90 %","15,40 %",—,—
Vanguard ESG Em Mkts All Cap ETF USD Acc,IE000KPJJWM6,"0,74 %","1,90 %","2,24 %","8,73 %","25,46 %","26,18 %","21,83 %","19,62 %",—,—
Vanguard ESG EUR Corporate Bd ETF EURAcc,IE000QADMYA3,"−0,03 %","0,07 %","0,68 %","1,15 %","2,04 %","3,34 %","3,82 %",—,—,—
Vanguard ESG EUR Corporate Bd ETF EURDis,IE000F37PGZ3,"0,00 %","0,06 %","0,79 %","0,91 %","2,32 %","3,36 %","3,84 %",—,—,—
Vanguard ESG EUR Corporate Bd ETFGBPHAcc,IE000UQLOH05,"−0,07 %","0,02 %","0,85 %","1,62 %","3,01 %","4,79 %","5,67 %",—,—,—
Vanguard ESG Glb Corp Bd ETF CHF H Acc,IE00BNDS1R53,"0,23 %","0,34 %","0,75 %","2,11 %","2,61 %","2,80 %","1,88 %","3,44 %",—,—
Vanguard ESG Glb Corp Bd ETF EUR H Acc,IE00BNDS1P30,"0,02 %","0,29 %","0,96 %","2,24 %","3,79 %","5,03 %","4,39 %","5,81 %",—,—
Vanguard ESG Glb Corp Bd ETF EUR H Inc,IE00BNDS1Q47,"−0,00 %","0,15 %","0,96 %","2,12 %","3,65 %","4,98 %","4,36 %","5,81 %",—,—
Vanguard ESG Glb Corp Bd ETF GBP H Acc,IE00BNDS1T77,"−0,21 %","0,16 %","1,05 %","2,72 %","4,74 %","6,51 %","6,18 %","7,42 %",—,—
Vanguard ESG Glb Corp Bd ETF USD H Acc,IE00BNDS1W07,"0,09 %","0,27 %","1,18 %","2,95 %","5,03 %","6,38 %","6,52 %","8,10 %",—,—
Vanguard ESG Glbl All Cap ETF USD Acc,IE00BNG8L278,"1,07 %","2,49 %","2,29 %","6,90 %","24,46 %","18,57 %","19,93 %","22,50 %",—,—
Vanguard ESG Glbl All Cap ETF USD Inc,IE00BNG8L385,"1,12 %","2,52 %","2,36 %","6,90 %","24,51 %","18,64 %","19,94 %","22,50 %",—,—
Vanguard ESG NA All Cap ETF USD Acc,IE000O58J820,"1,29 %","2,97 %","2,12 %","7,40 %","26,90 %","15,16 %","19,12 %","23,67 %",—,—
Vanguard ESG NA All Cap ETF USD Inc,IE000L2ZNB07,"1,31 %","2,99 %","2,12 %","7,33 %","26,98 %","15,29 %","19,13 %","23,69 %",—,—
Vanguard ESG USD Corporate Bd ETF USDAcc,IE000JQV8511,"0,17 %","0,60 %","1,54 %","4,12 %","6,69 %","7,89 %","7,33 %",—,—,—
Vanguard ESG USD Corporate Bd ETFEURHAcc,IE000EKJRSZ3,"0,00 %","0,00 %","1,11 %","4,24 %","4,24 %","4,09 %","3,63 %",—,—,—
Vanguard ESG USD Corporate Bd ETFGBPHAcc,IE0000MOWF88,"0,14 %","0,52 %","1,48 %","4,01 %","6,46 %","7,75 %","7,12 %",—,—,—
Vanguard EUR Corp 1-3 Yr Bd ETF EUR Acc,IE00BH04FZ00,"0,00 %","0,00 %","0,29 %","0,64 %","1,44 %",—,—,—,—,—
Vanguard EUR Corp Bd ETF EUR Acc,IE00BGYWT403,"0,00 %","0,03 %","0,75 %","1,14 %","2,19 %","3,38 %","3,99 %","5,84 %","0,12 %",—
Vanguard EUR Corp Bd UCITS ETF,IE00BZ163G84,"−0,14 %","−0,06 %","0,66 %","1,04 %","2,13 %","3,20 %","3,76 %","5,84 %","0,11 %",—
Vanguard EUR Euroz Gov Bd 1-3YrETFEURAcc,IE00004S2680,"−0,09 %","−0,09 %","0,30 %","0,49 %","0,64 %",—,—,—,—,—
Vanguard EUR Euroz Gov Bd UCITS ETF,IE00BZ163H91,"−0,32 %","−0,27 %","1,13 %","0,92 %","0,41 %","1,05 %","1,15 %","2,99 %","−2,67 %",—
Vanguard EUR Euroz GovBd ETFEURAcc,IE00BH04GL39,"−0,36 %","−0,37 %","1,07 %","0,93 %","0,22 %","1,16 %","1,10 %","2,97 %","−2,67 %",—
Vanguard FTSE 100 ETF GBP Acc,IE00BFMXYP42,"0,72 %","3,05 %","4,53 %","6,67 %","16,39 %","21,81 %","20,99 %","15,19 %","14,49 %",—
Vanguard FTSE 100 UCITS ETF,IE00B810Q511,"0,68 %","3,07 %","4,49 %","6,61 %","16,36 %","21,84 %","21,05 %","15,19 %","14,46 %","8,04 %"
Vanguard FTSE 250 ETF GBP Acc,IE00BFMXVQ44,"0,77 %","3,45 %","4,10 %","2,41 %","17,10 %","12,25 %","11,83 %","12,41 %","7,40 %",—
Vanguard FTSE 250 UCITS ETF,IE00BKX55Q28,"0,78 %","3,45 %","4,15 %","2,45 %","17,06 %","12,35 %","11,81 %","12,43 %","7,38 %","5,38 %"
Vanguard FTSE All-World ETF USD Acc,IE00BK5BQT80,"0,88 %","2,36 %","2,41 %","6,74 %","23,49 %","20,20 %","20,61 %","22,50 %","13,33 %",—
Vanguard FTSE All-World UCITS ETF,IE00B3RBWM25,"0,87 %","2,36 %","2,46 %","6,74 %","23,58 %","20,22 %","20,59 %","22,47 %","13,34 %","11,21 %"
Vanguard FTSE AllWld HiDivYld ETF $Dis,IE00B8GKDB10,"0,51 %","1,28 %","1,75 %","4,43 %","16,36 %","21,98 %","17,94 %","17,60 %","13,24 %","8,34 %"
Vanguard FTSE AllWld HiDivYld ETF USDAcc,IE00BK5BR626,"0,60 %","1,52 %","1,87 %","4,46 %","16,41 %","22,12 %","17,89 %","17,68 %","13,29 %",—
Vanguard FTSE Dev AsiaPac exJpn ETF $Dis,IE00B9F5YL18,"0,96 %","2,43 %","6,19 %","9,45 %","29,79 %","35,65 %","25,62 %","18,05 %","8,56 %","7,50 %"
Vanguard FTSE Dev AsiaPac exJpnETFUSDAcc,IE00BK5BQZ41,"1,12 %","2,63 %","6,50 %","9,98 %","30,74 %","35,86 %","25,93 %","18,21 %","8,63 %",—
Vanguard FTSE Dev Eurp ex UK ETF Acc,IE00BK5BQY34,"0,19 %","1,32 %","3,99 %","4,69 %","12,57 %","17,49 %","14,29 %","16,35 %","12,19 %",—
Vanguard FTSE Dev Eurp ex UK ETF Dis,IE00BKX55S42,"0,19 %","1,20 %","3,94 %","4,59 %","12,45 %","17,19 %","14,15 %","16,34 %","12,19 %","7,84 %"
Vanguard FTSE Dev Eurp UCITS ETF,IE00B945VV12,"0,20 %","1,57 %","4,02 %","4,87 %","12,66 %","15,71 %","14,16 %","16,18 %","13,05 %","7,33 %"
Vanguard FTSE Dev World ETF $Dis,IE00BKX55T58,"0,96 %","2,43 %","2,44 %","6,59 %","23,46 %","19,70 %","20,44 %","22,85 %","14,23 %","11,78 %"
Vanguard FTSE Dev World ETF USD Acc,IE00BK5BQV03,"0,93 %","2,42 %","2,51 %","6,53 %","23,57 %","19,61 %","20,54 %","22,83 %","14,22 %",—
Vanguard FTSE Developed Europe ETFEURAcc,IE00BK5BQX27,"0,19 %","1,56 %","4,05 %","4,87 %","12,30 %","16,59 %","14,14 %","16,16 %","13,06 %",—
Vanguard FTSE Emerg Markets ETF $Dis,IE00B3VVMM84,"0,69 %","1,92 %","2,42 %","9,14 %","24,52 %","26,84 %","22,65 %","20,07 %","7,11 %","7,28 %"
Vanguard FTSE Emerg Markets ETF USD Acc,IE00BK5BR733,"0,58 %","1,92 %","2,36 %","9,11 %","24,04 %","26,55 %","22,56 %","20,00 %","7,03 %",—
Vanguard FTSE Japan ETF $Dis,IE00B95PGT31,"0,64 %","1,16 %","1,64 %","7,59 %","19,07 %","24,85 %","26,93 %","21,40 %","8,99 %","7,23 %"
Vanguard FTSE Japan ETF EUR H Acc,IE00BFMXYY33,"0,66 %","2,83 %","4,49 %","12,20 %","27,98 %","21,95 %","29,44 %","25,32 %","18,69 %",—
Vanguard FTSE Japan ETF USD Acc,IE00BFMXYX26,"0,62 %","1,08 %","1,65 %","7,56 %","19,24 %","24,66 %","26,88 %","21,38 %","8,99 %",—
Vanguard FTSE Japan ETF USD H Acc,IE00BFMXZJ56,"0,70 %","2,71 %","4,56 %","13,07 %","29,54 %","25,31 %","32,44 %","28,04 %","21,05 %",—
Vanguard FTSE North America ETF USD Acc,IE00BK5BQW10,"1,09 %","2,80 %","2,18 %","7,04 %","25,54 %","16,27 %","19,21 %","23,30 %","15,61 %",—
Vanguard FTSE North America UCITS ETF,IE00BKX55R35,"1,09 %","2,73 %","2,07 %","6,96 %","25,45 %","16,24 %","19,12 %","23,30 %","15,60 %","14,06 %"
Vanguard Germany All Cap ETF EUR Inc,IE00BG143G97,"0,20 %","1,73 %","1,80 %","−1,70 %","7,06 %","19,36 %","20,78 %","21,31 %","10,87 %",—
Vanguard Global Aggt Bd ETF CHF H Acc,IE00BG47KF31,"−0,07 %","0,15 %","0,82 %","1,60 %","1,24 %","1,52 %","0,63 %","1,40 %",—,—
Vanguard Global Aggt Bd ETF EUR H Acc,IE00BG47KH54,"−0,09 %","< 0,01 %","0,91 %","2,13 %","2,14 %","3,56 %","2,91 %","3,75 %","−1,84 %",—
Vanguard Global Aggt Bd ETF GBP H Acc,IE00BG47K971,"−0,35 %","−0,17 %","0,91 %","2,56 %","3,27 %","4,88 %","4,75 %","5,37 %","−0,61 %",—
Vanguard Global Aggt Bd ETF USD H Acc,IE00BG47KJ78,"0,02 %","0,07 %","1,07 %","2,70 %","3,65 %","5,10 %","5,13 %","5,88 %","−0,03 %",—
Vanguard Global Govt Bd ETF CHF H Acc,IE000F16FMX1,"−0,05 %","−0,15 %","0,85 %","1,37 %","0,23 %",—,—,—,—,—
Vanguard Global Govt Bd ETF EUR H Acc,IE000B1A2798,"−0,12 %","0,02 %","1,01 %","1,91 %","1,24 %",—,—,—,—,—
Vanguard LifeStrategy 20% Eq ETF EUR Acc,IE00BMVB5K07,"−0,06 %","0,49 %","1,45 %","3,23 %","5,82 %","4,70 %","4,85 %","6,43 %",—,—
Vanguard LifeStrategy 40% Eq ETF EUR Acc,IE00BMVB5M21,"0,10 %","0,96 %","1,93 %","4,42 %","9,50 %","5,54 %","7,00 %","8,87 %",—,—
Vanguard LifeStrategy 60% Eq ETF EUR Acc,IE00BMVB5P51,"0,35 %","1,49 %","2,45 %","5,67 %","12,84 %","6,13 %","8,78 %","11,11 %",—,—
Vanguard LifeStrategy 80% Eq ETF EUR Acc,IE00BMVB5R75,"0,26 %","1,80 %","3,05 %","6,83 %","16,47 %","7,08 %","10,50 %","13,44 %",—,—
Vanguard S&P 500 ETF USD Acc,IE00BFMXXD54,"1,15 %","2,84 %","2,34 %","6,97 %","25,50 %","15,60 %","18,35 %","23,11 %","15,92 %",—
Vanguard S&P 500 UCITS ETF,IE00B3XXRP09,"1,12 %","2,82 %","2,30 %","6,91 %","25,50 %","15,58 %","18,33 %","23,11 %","15,90 %","14,27 %"
Vanguard U.K. Gilt ETF GBP Acc,IE00BH04GW44,"−0,04 %","0,99 %","2,49 %","2,75 %","2,25 %","3,49 %","1,93 %","1,01 %","−6,29 %",—
Vanguard UK Gilt ETF EUR H Acc,IE00BMX0B524,"−0,07 %","0,91 %","2,22 %","2,16 %","1,10 %","2,88 %","−0,07 %","−0,59 %","−7,59 %",—
Vanguard UK Gilt UCITS ETF,IE00B42WWV65,"−0,09 %","0,94 %","2,28 %","2,62 %","2,13 %","4,04 %","1,80 %","0,94 %","−6,31 %","−0,58 %"
Vanguard US Trsry 0-1 Yr Bd ETF USD Acc,IE00BLRPPV00,"< 0,01 %","0,04 %","0,34 %","1,10 %","1,98 %","3,47 %","4,40 %","4,84 %","2,91 %",—
Vanguard USD Corp 1-3yr Bd UCITS ETF,IE00BDD48R20,"−0,03 %","0,04 %","0,52 %","1,75 %","3,30 %","4,99 %","5,59 %","5,95 %","2,40 %",—
Vanguard USD Corp Bd ETF EUR H Acc,IE00BGYWFL94,"0,12 %","0,24 %","1,23 %","3,41 %","5,51 %","6,30 %","5,03 %","5,96 %","−1,23 %",—
Vanguard USD Corp Bd ETF GBP H Acc,IE00BGYWFN19,"0,09 %","0,33 %","1,31 %","3,91 %","6,36 %","7,64 %","6,98 %","7,63 %",—,—
Vanguard USD Corp Bd ETF USD Acc,IE00BGYWFK87,"0,03 %","0,36 %","1,29 %","3,93 %","6,38 %","7,82 %","7,16 %","8,38 %","0,71 %",—
Vanguard USD Corp Bd UCITS ETF,IE00BZ163K21,"0,00 %","0,30 %","1,28 %","3,99 %","6,56 %","7,73 %","7,07 %","8,36 %","0,73 %",—
Vanguard USD Corp1-3yrBd ETF EUR H Acc,IE00BGYWSW13,"−0,05 %","0,01 %","0,32 %","1,15 %","2,02 %","3,35 %","3,48 %",—,—,—
Vanguard USD Corp1-3yrBd ETFUSDAcc,IE00BGYWSV06,"−0,07 %","−0,03 %","0,48 %","1,71 %","3,28 %","4,97 %","5,62 %","5,90 %","2,42 %",—
Vanguard USD EmMktsGovBd ETFUSDAcc,IE00BGYWCB81,"0,16 %","0,42 %","0,95 %","4,47 %","8,28 %","9,80 %","10,20 %","11,73 %","2,14 %",—
Vanguard USD EmMktsGovBd UCITS ETF,IE00BZ163L38,"0,11 %","0,50 %","0,93 %","4,42 %","8,21 %","9,97 %","10,13 %","11,70 %","2,17 %",—
Vanguard USD Trs Bd ETF EUR H Acc,IE00BMX0B631,"−0,05 %","0,01 %","0,98 %","2,60 %","2,48 %","4,55 %","3,05 %","2,40 %","−2,93 %",—
Vanguard USD Trs Bd ETF GBP H Dis,IE000S0PSP47,"−0,01 %","0,14 %","1,17 %","3,18 %","3,64 %","6,09 %","5,03 %","4,05 %",—,—
Vanguard USD Trs Bd ETF USD Acc,IE00BGYWFS63,"−0,06 %","0,13 %","1,15 %","3,28 %","3,75 %","6,27 %","5,25 %","4,71 %","−0,95 %",—
Vanguard USD Trs Bd UCITS ETF,IE00BZ163M45,"0,02 %","0,11 %","1,15 %","3,17 %","3,82 %","6,27 %","5,30 %","4,71 %","−0,95 %",—
Virtune Arbitrum ETP,SE0021310133,"1,45 %","5,22 %","−28,64 %","−28,32 %","−8,27 %","−57,45 %","−44,76 %",—,—,—
Virtune Bitcoin ETP,SE0020845709,"0,72 %","4,63 %","−2,86 %","−7,34 %","17,57 %","18,78 %","60,39 %",—,—,—
Virtune Bitcoin Prime ETP,SE0025012032,"0,72 %","4,65 %","−2,76 %","−7,05 %",—,—,—,—,—,—
Virtune Chainlink ETP,SE0021149259,"2,08 %","7,35 %","−19,18 %","−3,29 %","18,50 %","−14,11 %","51,71 %",—,—,—
Virtune Coinbase 50 Index ETP,SE0024738389,"1,01 %","5,07 %","−7,11 %","−6,04 %",—,—,—,—,—,—
Virtune Crypto Altcoin Index ETP,SE0023260716,"1,41 %","5,76 %","−20,79 %","−19,08 %","12,25 %","−13,68 %",—,—,—,—
Virtune Crypto Top 10 Index ETP EUR,SE0020052215,"1,10 %","5,16 %","−7,84 %","−6,34 %","43,75 %","15,56 %","64,34 %",—,—,—
Virtune Crypto Top 10 Index ETP SEK,SE0020052207,"1,10 %","5,16 %","−7,85 %","−6,37 %","43,72 %","15,54 %","64,33 %",—,—,—
Virtune Litecoin ETP,SE0023951082,"2,20 %","7,98 %","−10,91 %","−15,76 %","14,80 %",—,—,—,—,—
Virtune Polygon ETP (VIRPOLY),SE0021630217,"1,15 %","5,55 %","−15,50 %","−16,66 %","−26,05 %","−58,07 %","−46,56 %",—,—,—
Virtune Staked Cardano ETP (VIRADA),SE0021630449,"1,28 %","5,08 %","−21,43 %","−20,29 %","−7,91 %","−22,19 %","89,57 %",—,—,—
Virtune Staked Ethereum ETP,SE0020541639,"2,05 %","4,11 %","−6,27 %","6,78 %","122,06 %","18,18 %","55,28 %",—,—,—
Virtune Staked NEAR ETP,SE0025837735,"3,23 %","4,72 %","−26,89 %",—,—,—,—,—,—,—
Virtune Staked Polkadot ETP,SE0021148129,"2,36 %","5,24 %","−25,34 %","−23,91 %","−24,38 %","−53,01 %","−25,60 %",—,—,—
Virtune Staked Solana ETP (VIRSOL),SE0021309754,"3,31 %","8,26 %","−6,75 %","7,89 %","12,28 %","−9,47 %","−3,13 %",—,—,—
Virtune Stellar ETP,SE0024417356,"1,76 %","5,72 %","−14,62 %","−26,85 %",—,—,—,—,—,—
Virtune XRP ETP,SE0021486156,"3,75 %","9,66 %","−14,24 %","−21,99 %","12,95 %",—,"363,63 %",—,—,—
Wahed FTSE USA Shariah ETP,XS2545629631,"0,81 %","3,53 %","3,23 %","11,73 %","30,42 %","15,46 %","18,74 %",—,—,—
WisdomTree Agriculture,GB00B15KYH63,"−0,62 %","1,33 %","1,87 %","0,93 %","−4,98 %","−0,27 %","1,29 %","−2,66 %","7,49 %","1,82 %"
WisdomTree Aluminium,GB00B15KXN58,"−0,20 %","2,92 %","7,99 %","8,54 %","18,04 %","13,45 %","7,75 %","7,56 %","7,12 %","4,13 %"
WisdomTree Art Intelligence ETF USD Acc,IE00BDVPNG13,"2,35 %","3,66 %","5,38 %","17,12 %","54,26 %","26,54 %","39,10 %","30,97 %","14,01 %",—
WisdomTree AT1 CoCo Bond ETF - USD Acc,IE00BZ0XVG69,"0,42 %","0,08 %","0,12 %","2,30 %","8,57 %","13,84 %","13,06 %","12,99 %","4,17 %",—
WisdomTree Battery Solutions ETF USD Acc,IE00BKLF1R75,"3,34 %","3,34 %","9,62 %","22,82 %","67,19 %","58,70 %","58,81 %","9,69 %","8,59 %",—
WisdomTree BioRevolution ETF - USD Acc,IE000O8KMPM1,"1,85 %","1,70 %","13,69 %","18,13 %","36,90 %","22,05 %","12,85 %","1,44 %",—,—
WisdomTree Blockchain UCITS ETF USD Acc,IE000940RNE6,"7,00 %","5,59 %","10,94 %","26,68 %","100,19 %","57,95 %","84,64 %","48,46 %",—,—
WisdomTree Broad Commodities ETC,GB00B15KY989,"−0,44 %","1,63 %","3,22 %","4,02 %","7,12 %","12,21 %","10,26 %","2,49 %","10,46 %","3,46 %"
WisdomTree Broad Commodities ETF USD Acc,IE00BKY4W127,"−0,36 %","1,69 %","3,63 %","4,35 %","7,08 %","12,86 %","12,41 %","3,39 %",—,—
WisdomTree Bund 10Y 3x Daily Short ETP,IE00BKS8QN04,"1,27 %","1,27 %","−1,04 %","−2,22 %","2,55 %","6,29 %","7,26 %","0,33 %","12,88 %","−1,45 %"
WisdomTree Cloud Computing ETF - USD Acc,IE00BJGWQN72,"1,76 %","5,79 %","−0,94 %","−0,89 %","12,22 %","−5,50 %","9,35 %","11,78 %","−4,51 %",—
WisdomTree Coffee ETC,JE00BN7KB557,"−5,36 %","3,04 %","10,95 %","37,25 %","6,24 %","39,51 %","78,10 %","40,78 %","35,79 %","12,47 %"
WisdomTree Corn ETC,JE00BN7KB441,"0,05 %","0,21 %","0,32 %","0,77 %","−13,60 %","−10,90 %","−6,07 %","−14,42 %","2,88 %","−3,17 %"
WisdomTree Cotton ETC,GB00B15KXT11,"0,22 %","0,02 %","−2,93 %","−6,18 %","−9,41 %","−10,17 %","−17,20 %","−6,41 %","0,50 %","0,88 %"
WisdomTree Cybersecurity ETF - USD Acc,IE00BLPK3577,"1,09 %","5,03 %","2,72 %","3,81 %","19,54 %","13,32 %","25,46 %","24,69 %",—,—
WisdomTree EM ex-St-OwndEntrprESGScrnETF,IE00BM9TSP27,"0,88 %","2,22 %","3,69 %","9,95 %","28,68 %","29,98 %","23,47 %","19,36 %",—,—
WisdomTree Emerging Mkt Eqty Inc ETF Acc,IE00BDF12W49,"0,42 %","1,69 %","0,18 %","0,63 %","14,04 %","18,19 %","13,69 %","19,08 %","10,92 %",—
WisdomTree Emrgng Mkts Equity Income ETF,IE00BQQ3Q067,"0,58 %","1,92 %","0,62 %","1,03 %","13,78 %","18,56 %","14,10 %","19,12 %","10,96 %","7,59 %"
WisdomTree Emrgng Mkts SmallCap Div ETF,IE00BQZJBM26,"0,20 %","0,96 %","−0,64 %","1,96 %","17,09 %","17,60 %","12,26 %","18,03 %","10,21 %","8,11 %"
WisdomTree Energy ETC,GB00B15KYB02,"0,38 %","8,06 %","−0,38 %","−3,03 %","3,54 %","−3,73 %","1,94 %","−11,55 %","10,37 %","−2,38 %"
WisdomTree Enh Cmdty ex-Ag ETF € Hdgd Ac,IE00BDVPNV63,"0,42 %","1,85 %","4,80 %","6,74 %","20,22 %","21,08 %","14,41 %","5,34 %",—,—
