Nombre,ISIN,Último Precio,Rendimiento 12 Meses,Categoría Morningstar,Medalist Rating,Rating Morningstar para Fondos,Rating ESG Morningstar Para Fondos,Patrimonio (moneda base),Fecha Patrimonio Fondo,Costes PRIIPs KID,Fecha de creación
Deka STOXX Europe 50® ETF,DE000ETFL250,"47,27 €","2,76 %",Europe Large-Cap Blend Equity,,,,"123,54 M€",13 oct 2025,"0,20 %",8 abr 2009
Deka STOXX® Europe Strong Growth 20 ETF,DE000ETFL037,"43,27 €","0,63 %",Europe Large-Cap Growth Equity,,,,"165,43 M€",13 oct 2025,"0,70 %",14 mar 2008
Deka STOXX® Europe Strong Value 20 ETF,DE000ETFL045,"34,17 €","1,35 %",Europe Mid-Cap Equity,,,,"51,33 M€",13 oct 2025,"0,70 %",14 mar 2008
Deka STOXX® Eurp Strong Styl Comp 40 ETF,DE000ETFL052,"41,96 €","1,12 %",Europe Flex-Cap Equity,,,,"40,23 M€",13 oct 2025,"0,70 %",14 mar 2008
DNB OBX ETF,NO0010257801,—,"0,00 %",Norway Equity,,,,"1693,77 MNOK",13 oct 2025,"0,20 %",1 mar 2005
Eldridge AAA CLO ETF,LU2895488661,"25,18 US$",—,Other Bond,—,—,—,"109,20 MUS$",29 ago 2025,—,26 feb 2025
EMQQ Emerging Markets Internet ETFAcc,IE00BFYN8Y92,"12,73 US$","0,00 %",Sector Equity Technology,,,,"161,47 MUS$",13 oct 2025,"0,86 %",2 oct 2018
ETC Group Web 3.0 UCITS ETF,IE000KDY10O3,"15,16 US$","0,00 %",Sector Equity Technology,,,,"15,32 MUS$",13 oct 2025,"0,65 %",15 mar 2022
ETP on FuW Swiss 50 Index EUR,CH1390861313,"105,47 €",—,Switzerland Equity,—,—,—,—,—,—,16 dic 2024
European Renewal ETF,IE0007WMHDE3,"8,39 €","0,00 %",Europe Large-Cap Blend Equity,,—,,"12,08 M€",13 oct 2025,"0,60 %",24 jul 2023
EUWAX Gold ETC,DE000EWG0LD1,"115,41 €",—,Commodities - Precious Metals,—,—,—,"482,58 M€",29 jul 2022,—,17 sept 2012
EUWAX Gold II,DE000EWG2LD7,—,—,Commodities - Precious Metals,—,—,—,"1091,97 M€",29 jul 2022,—,9 oct 2017
FAM MSCI ACWI IMI Cyber Security ETF A,IE000VYO9NT0,"152,40 €","0,00 %",Other Equity,—,—,,"25,23 M€",13 oct 2025,"0,39 %",9 sept 2022
FAM MSCI EUR HY SRI P Corp Bd ETF A,IE000O2G7VL0,"123,35 €","0,00 %",EUR High Yield Bond,,,,"34,21 M€",13 oct 2025,"0,30 %",20 sept 2022
FAM MSCI EUR IG SRI PexFsslFulCorpBdETFA,IE000NPK2VI6,"114,30 €","0,00 %",EUR Corporate Bond,,,,"191,07 M€",13 oct 2025,"0,30 %",16 sept 2022
FAM MSCI EUR IGSRIPexFslFul1-3YCrpBdETFA,IE000W6ZFH20,"111,33 €","0,00 %",EUR Corporate Bond - Short Term,,,,"89,34 M€",13 oct 2025,"0,30 %",21 sept 2022
FAM MSCI USD HY SRI P Corp Bd ETF A,IE0000JVOLK2,"111,26 €","0,00 %",USD High Yield Bond,,,,"48,48 M€",10 oct 2025,"0,30 %",15 sept 2022
FAM MSCI USD IG Liqd SRI P Corp Bd ETF A,IE000WMJVNE9,"102,74 €","0,00 %",USD Corporate Bond,,,,"90,57 M€",10 oct 2025,"0,30 %",13 sept 2022
FAM MSCI Wld Cnsmr Stp Sst Sel P ETF A,IE0006XQ3YX3,"95,53 €","0,00 %",Other Equity,—,—,—,"18,56 M€",13 oct 2025,"0,38 %",15 sept 2022
FAM MSCI Wld InfoTech Sst SelP20%CpdETFA,IE000SACNHU2,"218,44 €","0,00 %",Other Equity,—,—,—,"30,76 M€",13 oct 2025,"0,38 %",15 sept 2022
FAM MSCI World Financials Sst Sel P ETFA,IE000VDP6OY8,"157,56 €","0,00 %",Other Equity,—,—,,"21,47 M€",10 oct 2025,"0,40 %",15 sept 2022
FAM MSCI World Metals and Mining ETF A,IE000EE3Q489,"134,63 €","0,00 %",Sector Equity Natural Resources,—,,,"13,29 M€",9 oct 2025,"0,39 %",9 sept 2022
FAM MSCI Wrld Smcndcts&SmcndctEqp20%CapA,IE000C87OS21,"353,40 €","0,00 %",Sector Equity Technology,—,,,"38,55 M€",10 oct 2025,"0,38 %",9 sept 2022
Fidelity EM Eq Rsh Enh ETF USD Acc,IE00BLRPN388,"5,74 US$","0,00 %",Global Emerging Markets Equity,,,,"3154,12 MUS$",13 oct 2025,"0,30 %",24 nov 2020
Fidelity Emerg Mkts Qual Inc ETF USD Acc,IE00BYSX4846,"7,44 US$","0,00 %",Global Emerging Markets Equity,,,,"163,58 MUS$",13 oct 2025,"0,50 %",30 oct 2017
Fidelity Emerg Mkts Qual Inc ETF USD Inc,IE00BYSX4739,"6,17 US$","3,43 %",Global Emerging Markets Equity,,,,"163,58 MUS$",13 oct 2025,"0,50 %",9 sept 2019
Fidelity ESG USD EM Bond ETF Acc GBP H,IE00BM9GRQ71,"5,04 GBP","0,00 %",Global Emerging Markets Bond - GBP Hedged,,,—,"293,64 MGBP",13 oct 2025,"0,50 %",25 mar 2021
Fidelity ESG USD EM Bond ETF Inc,IE00BM9GRP64,"4,10 US$","6,54 %",Global Emerging Markets Bond,,,—,"391,34 MUS$",13 oct 2025,"0,45 %",25 mar 2021
Fidelity ESG USD EM Bond ETF Inc EUR H,IE0007L3IJF6,"4,95 €","4,18 %",Global Emerging Markets Bond - EUR Hedged,,—,—,"338,50 M€",13 oct 2025,"0,50 %",24 sept 2024
Fidelity EUR Corp Bd Rsh Enh PAB ETF Acc,IE0000VKUF67,"5,35 €","0,00 %",EUR Corporate Bond,,—,,"362,42 M€",13 oct 2025,"0,20 %",18 jun 2024
Fidelity EUR Corp Bd Rsh Enh PAB ETF Inc,IE000VQZQ963,"5,33 €","3,41 %",EUR Corporate Bond,,—,,"362,42 M€",13 oct 2025,"0,20 %",18 oct 2023
Fidelity EUR Corp Bd Rsh Enh PABETF£HAcc,IE00048UULY2,"5,88 GBP","0,00 %",Other Bond,—,—,,"314,38 MGBP",13 oct 2025,"0,25 %",18 oct 2023
Fidelity EUR HY Corp Bd Rsh EnhPABETFInc,IE000HDEYKM3,"5,11 €",—,EUR High Yield Bond,,—,,"29,69 M€",13 oct 2025,"0,30 %",22 oct 2024
Fidelity Europe Equity Rsh Enh ETFEURAcc,IE00BKSBGT50,"9,57 €","0,00 %",Europe Large-Cap Blend Equity,,,,"124,02 M€",13 oct 2025,"0,25 %",18 may 2020
Fidelity Europe Qual Inc ETF EUR Acc,IE00BYSX4283,"8,44 €","0,00 %",Europe Equity Income,,,,"47,02 M€",13 oct 2025,"0,30 %",30 oct 2017
Fidelity Europe Qual Inc ETF GBP H Acc,IE00BYSX4408,"9,00 GBP","0,00 %",Other Equity,—,—,,"40,79 MGBP",13 oct 2025,"0,35 %",29 nov 2017
Fidelity Glb Govt Bd Clmt Awr ETF Inc,IE000IF0HTJ9,"5,06 US$","3,42 %",Global Government Bond,,—,,"547,96 MUS$",13 oct 2025,"0,20 %",15 mar 2023
Fidelity Glb Govt Bd Clmt Awr ETFAccGBPH,IE000QVCP9S5,"5,50 GBP","0,00 %",Global Government Bond - GBP Hedged,,—,,"411,15 MGBP",13 oct 2025,"0,25 %",26 jul 2023
Fidelity Glb Govt Bd Clmt Awr ETFIncEURH,IE000G4ONBO6,"4,93 €","3,59 %",Global Government Bond - EUR Hedged,,—,,"473,97 M€",13 oct 2025,"0,25 %",26 jul 2023
Fidelity Glb Govt Bd Clmt Awr ETFIncUSDH,IE000PN9NSC6,"5,14 US$","3,53 %",Global Government Bond - USD Hedged,,—,,"547,96 MUS$",13 oct 2025,"0,25 %",26 jul 2023
Fidelity Glbl Corp Bd Rsh Enh PAB ETF $H,IE0005E8N9I1,"5,50 US$","4,97 %",Global Corporate Bond - USD Hedged,,—,,"945,32 MUS$",13 oct 2025,"0,30 %",24 oct 2022
Fidelity Glbl Corp Bd Rsh Enh PAB ETF £H,IE00BM9GRN41,"5,14 GBP","0,00 %",Global Corporate Bond - GBP Hedged,,,,"709,30 MGBP",13 oct 2025,"0,30 %",23 mar 2021
Fidelity Glbl Corp Bd Rsh Enh PAB ETF €H,IE0006QCIHM0,"5,93 €","0,00 %",Global Corporate Bond - EUR Hedged,,—,,"817,68 M€",13 oct 2025,"0,30 %",24 oct 2022
Fidelity Glbl Corp Bd Rsh Enh PABETF$Inc,IE00BM9GRM34,"4,32 US$","4,82 %",Global Corporate Bond,,,,"945,32 MUS$",13 oct 2025,"0,25 %",23 mar 2021
Fidelity Glbl HY Corp Bd RshEnhPABETFInc,IE0006OIQXE9,"5,42 US$","6,89 %",Global High Yield Bond,,—,,"182,81 MUS$",13 oct 2025,"0,35 %",7 nov 2022
Fidelity Glbl HY CorpBdRshEnhPABETFAcc£H,IE000C17QP01,"6,45 GBP","0,00 %",Global High Yield Bond - GBP Hedged,,—,,"137,17 MGBP",13 oct 2025,"0,40 %",7 nov 2022
Fidelity Glbl HY CorpBdRshEnhPABETFInc$H,IE000B8VAQZ8,"5,05 US$","6,99 %",Global High Yield Bond,,—,,"182,81 MUS$",13 oct 2025,"0,40 %",17 ene 2023
Fidelity Glbl HY CorpBdRshEnhPABETFInc€H,IE0006KNOFD1,"4,80 €","7,10 %",Global High Yield Bond - EUR Hedged,,—,,"158,12 M€",13 oct 2025,"0,40 %",17 ene 2023
Fidelity Global Equity Rsh Enh ETFUSDAcc,IE00BKSBGV72,"10,67 US$","0,00 %",Global Large-Cap Blend Equity,,,,"111,70 MUS$",13 oct 2025,"0,25 %",27 may 2020
Fidelity Global Qual Inc ETF CHF H Inc,IE00BMG8GR03,"7,59 CHF","2,07 %",Other Equity,—,—,,"745,49 MCHF",13 oct 2025,"0,45 %",22 jun 2020
Fidelity Global Qual Inc ETF EUR H Inc,IE00BYV1YH46,"8,64 €","2,09 %",Other Equity,—,—,,"800,74 M€",13 oct 2025,"0,45 %",29 nov 2017
Fidelity Global Qual Inc ETF GBP H Inc,IE00BYV1YF22,"9,16 GBP","2,06 %",Other Equity,—,—,,"694,60 MGBP",13 oct 2025,"0,45 %",29 nov 2017
Fidelity Global Qual Inc ETF Inc,IE00BYXVGZ48,"10,03 US$","2,04 %",Global Equity Income,,,,"925,73 MUS$",13 oct 2025,"0,40 %",27 mar 2017
Fidelity Global Quality Val ETF USD Acc,IE0002XFS025,"5,59 US$",—,Global Large-Cap Value Equity,—,—,,"10,34 MUS$",13 oct 2025,"0,30 %",4 dic 2024
Fidelity Pac ex-Japan Eq RshEnhETFUSDAcc,IE00BNGFMY78,"6,78 US$","0,00 %",Pacific ex-Japan Equity,,,,"467,94 MUS$",13 oct 2025,"0,20 %",3 dic 2020
Fidelity US Equity Rsh Enh ETF USD Acc,IE00BKSBGS44,"11,94 US$","0,00 %",US Large-Cap Blend Equity,,,,"996,04 MUS$",13 oct 2025,"0,20 %",21 may 2020
Fidelity US Fundmental Lrg Cp Cr ETF Acc,IE000IY9QFN9,"5,14 US$",—,US Large-Cap Blend Equity,—,—,—,"25,97 MUS$",13 oct 2025,"0,38 %",2 sept 2025
Fidelity US Fundmental Sm-Mid Cp ETF Acc,IE000PNL0242,"5,01 US$",—,US Small-Cap Equity,—,—,—,"25,26 MUS$",13 oct 2025,"0,43 %",2 sept 2025
Fidelity US Quality Income ETF Acc,IE00BYXVGY31,"14,25 US$","0,00 %",US Equity Income,,,,"1679,22 MUS$",13 oct 2025,"0,25 %",27 mar 2017
Fidelity US Quality Income ETF EUR H Acc,IE00BYV1Y969,"10,67 €","0,00 %",Other Equity,—,—,,"1452,49 M€",13 oct 2025,"0,30 %",20 nov 2017
Fidelity US Quality Income ETF GBP H Acc,IE00BYV03C98,"11,25 GBP","0,00 %",Other Equity,—,—,,"1259,97 MGBP",13 oct 2025,"0,30 %",20 nov 2017
Fidelity US Quality Value ETF USD Acc,IE000MKIH0W7,"5,30 US$",—,US Large-Cap Value Equity,—,—,,"5,30 MUS$",13 oct 2025,"0,20 %",4 dic 2024
Fidelity USD Corp Bd Rsh Enh PAB ETF Inc,IE000JJQ6248,"5,48 US$","5,21 %",USD Corporate Bond,,—,,"792,26 MUS$",13 oct 2025,"0,20 %",18 oct 2023
Fidelity USD Corp Bd Rsh Enh PABETF£Hacc,IE000X3MDCC5,"6,01 GBP","0,00 %",Other Bond,—,—,,"594,46 MGBP",13 oct 2025,"0,25 %",18 oct 2023
Fidelity USD Corp Bd Rsh Enh PABETF€HInc,IE0001DM7O60,"5,35 €","0,00 %",Other Bond,—,—,,"685,29 M€",13 oct 2025,"0,25 %",18 oct 2023
Fidelity USD HY Corp Bd Rsh EnhPABETFInc,IE000ARLR807,—,—,USD High Yield Bond,—,—,,"125,30 MUS$",13 oct 2025,"0,30 %",22 oct 2024
Fidelity USD HY Corp BdRshEnhPABETF€HInc,IE000FK14CA5,"4,97 €",—,Other Bond,—,—,,"108,38 M€",13 oct 2025,"0,35 %",22 oct 2024
FinamxMexS&P/BMVIntlUMSSovBd5-10yrETFAcc,IE000RI14ZD9,"7,49 US$","0,00 %",Other Bond,—,—,—,"52,37 MUS$",13 oct 2025,"0,55 %",29 mar 2022
Fineco AM Act Cllctn Em Mkt ETF AEurAcc,IE000UESO8H8,"11,15 €",—,Global Emerging Markets Equity,—,—,,"56,78 M€",9 oct 2025,"0,65 %",7 jul 2025
Fineco AM Act Ptfs 100% Eq ETF A Eur Acc,IE000CB2BST9,"11,08 €",—,Global Large-Cap Blend Equity,—,—,,"218.680,00 €",10 oct 2025,"0,70 %",20 jun 2025
Fineco AM Act Ptfs 20% Eq ETF A Eur Acc,IE0009RE6PA1,"10,30 €",—,EUR Cautious Allocation - Global,—,—,,"203.674,00 €",10 oct 2025,"0,65 %",20 jun 2025
Fineco AM Act Ptfs 60% Eq ETF A Eur Acc,IE0009RW4WA0,"10,58 €",—,EUR Moderate Allocation - Global,—,—,,"733.789,00 €",10 oct 2025,"0,68 %",20 jun 2025
Fineco AM Active Cllctn Eurp ETF AEURAcc,IE000ZHBBSR2,"10,37 €",—,Europe Large-Cap Blend Equity,—,—,,"59,58 M€",10 oct 2025,"0,65 %",3 jun 2025
Fineco AM Active Cllctn US ETF A EUR Acc,IE000HEA19Q3,"11,00 €",—,US Large-Cap Blend Equity,—,—,,"126,73 M€",10 oct 2025,—,3 jun 2025
Fineco AM Active Cllctn Wld ETF A EURAcc,IE000UZQCBX5,"10,81 €",—,Global Large-Cap Blend Equity,—,—,,"63,89 M€",10 oct 2025,"0,65 %",3 jun 2025
Fineco AM Dynamically H US Eqs ETF J Acc,IE000JF2FLH9,"10.672,43 €",—,Other Equity,—,—,,"83,18 M€",10 oct 2025,"0,65 %",1 abr 2025
Fineco AM MktVector Artfcl IntlgcSstETFA,IE000QU8JEH5,"142,96 €","0,00 %",Sector Equity Technology,—,—,—,"37,30 M€",10 oct 2025,"0,38 %",16 nov 2023
Fineco AM MktVector GlbMtvrs&eGmsSstETFA,IE000WCPJOV4,"185,32 €","0,00 %",Sector Equity Technology,—,—,—,—,—,"0,38 %",16 nov 2023
Fineco AM MktVector Jpn Qul Tilt SstETFA,IE000QCDDND5,"128,18 €","0,00 %",Japan Large-Cap Blend Equity,—,—,—,"103,89 M€",10 oct 2025,"0,38 %",16 nov 2023
Fineco AM MktVectorBprdctnTch&TlsSstETFA,IE000RWFQT12,"103,22 €","0,00 %",Sector Equity Healthcare,—,—,—,"25,48 M€",13 oct 2025,"0,38 %",16 nov 2023
Fineco AM MktVectorGlbClnEyTrsctnSstETFA,IE000PN3F926,"115,32 €","0,00 %",Sector Equity Alternative Energy,—,—,—,—,—,"0,39 %",16 nov 2023
Fineco AM MSCI Wld Hi Div Yld ETF A Acc,IE000PZW9KB1,"96,19 €",—,Global Equity Income,—,—,,"86,19 M€",10 oct 2025,"0,38 %",3 mar 2025
FinEx Tradable Russian Corp Bds ETF USD,IE00BD5FH213,"0,47 US$","0,00 %",Other Bond,—,—,—,—,—,"0,50 %",6 feb 2013
First Trst Vst US Eq Mod BffrETFMayA$Acc,IE000P0FL8E3,"37,54 US$","0,00 %",Options Trading,—,—,—,"39,42 MUS$",13 oct 2025,"0,85 %",17 may 2024
First Trst VstUSEqModBffrETFAugA$Acc,IE000TGSG3Y5,"34,55 US$","0,00 %",Options Trading,—,—,—,"20,70 MUS$",13 oct 2025,"0,85 %",31 ago 2023
First Trst VstUSEqModBffrETFFebA$Acc,IE000X8M8M80,"36,19 US$","0,00 %",Options Trading,—,—,—,"25,33 MUS$",13 oct 2025,"0,85 %",19 feb 2024
First Trst VstUSEqModBffrETFNovA$Acc,IE000OJ31JQ4,"33,56 US$","0,00 %",Options Trading,—,—,—,"41,95 MUS$",13 oct 2025,"0,85 %",17 nov 2023
First TrstVstNasdaq100ModBffrETFJunA$ACC,IE000HFBJ0U0,"21,08 US$",—,Options Trading,—,—,—,"68,59 MUS$",13 oct 2025,"0,90 %",20 jun 2025
First Trust Alerian Dsrpt TechREETFA$Acc,IE000RN036E0,"19,82 US$","0,00 %",Property - Indirect Global,,,,"1,96 MUS$",13 oct 2025,"0,60 %",31 mar 2022
First Trust Capital Stngth ETF A USD Acc,IE00BL0L0D23,"31,98 US$","0,00 %",US Large-Cap Blend Equity,,,,"8,82 MUS$",13 oct 2025,"0,60 %",27 ene 2020
First Trust Cloud Computing ETF A USD,IE00BFD2H405,"56,13 US$","0,00 %",Sector Equity Technology,,,,"497,91 MUS$",13 oct 2025,"0,60 %",27 dic 2018
First Trust Dow Jones Internet ETF A USD,IE00BG0SSC32,"38,49 US$","0,00 %",Sector Equity Technology,—,,,"88,88 MUS$",13 oct 2025,"0,55 %",18 jun 2018
First Trust Dow Jones Intl Intnt ETF A,IE00BT9PVG14,—,"0,00 %",Sector Equity Technology,—,,,"9,85 MUS$",13 oct 2025,"0,65 %",17 ene 2017
First Trust Em Mkts AlphaDEX® ETF A Acc,IE00B8X9NX34,"38,37 US$","0,00 %",Global Emerging Markets Equity,,,,"19,06 MUS$",13 oct 2025,"0,80 %",9 abr 2013
First Trust Eurozone AlphaDEX® ETF A,IE00B8X9NY41,"54,08 €","0,00 %",Eurozone Flex-Cap Equity,,,,"76,39 M€",13 oct 2025,"0,65 %",21 oct 2014
First Trust FactorFX ETF A USD,IE00BD5HBQ97,"25,35 US$","0,00 %",Currency,—,—,,"5,51 MUS$",13 oct 2025,"0,75 %",27 jul 2017
First Trust FactorFX ETF C EUR,IE00BD5HBS12,"20,85 €","0,00 %",Currency,—,—,,"4,77 M€",13 oct 2025,"0,75 %",29 nov 2017
First Trust Glb Cap Strn ESG Ldrs ETF A$,IE00BKPSPT20,"42,99 US$","0,00 %",Global Large-Cap Blend Equity,,,,"63,41 MUS$",13 oct 2025,"0,75 %",9 mar 2021
First Trust Indxx Fut Ecoy Mtls ETFA$Acc,IE000UDFKE13,"26,76 US$","0,00 %",Sector Equity Natural Resources,,—,,"2,03 MUS$",13 oct 2025,"0,65 %",23 ene 2024
First Trust Indxx Glb Arspc&DfncETFA$Acc,IE000NVDQXE1,"32,57 US$",—,Sector Equity Industrial Materials,—,—,,"66,70 MUS$",13 oct 2025,"0,65 %",11 dic 2024
First Trust Indxx NextG UCITS ETF A Acc,IE00BWTNM743,—,"0,00 %",Sector Equity Technology,,,,"5,81 MUS$",13 oct 2025,"0,70 %",24 jun 2015
First Trust IndxxInnvtvTrsctn&PrcssETFA$,IE00BF5DXP42,"45,91 US$","0,00 %",Sector Equity Technology,,,,"49,41 MUS$",13 oct 2025,"0,65 %",9 abr 2018
First Trust IPOX® Europe Equity Opps ETF,IE00BFD26097,"23,32 €","0,00 %",Europe Flex-Cap Equity,,,,"1,75 M€",13 oct 2025,"0,65 %",22 jun 2021
First Trust Lw Dur Glb Govt BdETFBGBPInc,IE00BKS2X200,"GBX1485,40","2,74 %",Global Government Bond - GBP Hedged,,,,"5,62 MGBP",13 oct 2025,"0,55 %",6 oct 2020
First Trust Lw Dur Glb Govt BdETFCEURInc,IE00BKS2X317,"17,27 €","2,77 %",Global Government Bond - EUR Hedged,,,,"6,48 M€",13 oct 2025,"0,55 %",21 nov 2019
First Trust Nasdaq Cybscty ETF A USD Acc,IE00BF16M727,"47,05 US$","0,00 %",Sector Equity Technology,,,,"1451,71 MUS$",13 oct 2025,"0,60 %",27 may 2020
First Trust Nasdaq Cybscty ETF C EUR Acc,IE000P16KP52,"29,94 €","0,00 %",Other Equity,—,—,,"1255,70 M€",13 oct 2025,"0,60 %",18 jul 2023
First Trust NYSE Arca Biotech ETFAUSDAcc,IE00BL0L0H60,"22,45 US$","0,00 %",Sector Equity Biotechnology,,,,"12,41 MUS$",13 oct 2025,"0,60 %",27 may 2020
First Trust SMID Rsng Div Achv ETF A$Acc,IE0001R850E1,"21,89 US$","0,00 %",US Mid-Cap Equity,,—,,"253,55 MUS$",13 oct 2025,"0,60 %",10 abr 2024
First Trust UK AlphaDEX® A GBP,IE00B8X9NZ57,"GBX3828,00","0,00 %",UK Flex-Cap Equity,,,,"11,14 MGBP",13 oct 2025,"0,65 %",9 abr 2013
First Trust US Equity Income ETF A,IE00BZBW4Z27,"33,69 US$","2,82 %",US Equity Income,,,,"402,59 MUS$",13 oct 2025,"0,55 %",14 abr 2016
First Trust US Equity Income ETF B,IE00BD6GCF16,"39,42 US$","0,00 %",US Equity Income,,,,"402,59 MUS$",13 oct 2025,"0,55 %",9 may 2017
First Trust US Equity Opp ETF A Acc,IE00BYTH6238,"61,56 US$","0,00 %",US Large-Cap Growth Equity,,,,"13,87 MUS$",13 oct 2025,"0,65 %",14 ago 2015
First Trust US Lg Cp Cor AlphaDEX® A USD,IE00B8X9NW27,"94,46 US$","0,00 %",US Large-Cap Blend Equity,,,,"139,85 MUS$",13 oct 2025,"0,65 %",9 abr 2013
First Trust US Momentum ETF A USD Acc,IE000CY30YV9,"24,31 US$","0,00 %",US Large-Cap Blend Equity,,—,,"71,69 MUS$",13 oct 2025,"0,60 %",30 jul 2024
First Trust Value Line® Div ETF A USDAcc,IE00BKVKW020,"27,34 US$","0,00 %",US Equity Income,,,,"5,50 MUS$",13 oct 2025,"0,70 %",17 dic 2019
First Trust Vest US EqMaxBffrETFJunA$ACC,IE000CO3P697,"24,51 US$",—,Options Trading,—,—,—,"3,67 MUS$",13 oct 2025,"0,85 %",20 jun 2025
First Trust Vst US Eq Bffr ETF Apr A$Acc,IE000WX2HZQ7,"23,88 US$",—,Options Trading,—,—,—,"4,77 MUS$",13 oct 2025,"0,85 %",22 abr 2025
First Trust Vst US Eq Bffr ETF Jan A$Acc,IE000MDKBOB3,"26,14 US$",—,Options Trading,—,—,—,"3,92 MUS$",13 oct 2025,"0,85 %",17 ene 2025
First Trust Vst US Eq Bffr ETF Jul A$Acc,IE000YJBT6I5,"26,14 US$",—,Options Trading,—,—,—,"2,61 MUS$",13 oct 2025,"0,85 %",18 jul 2025
First TrustVstNasdaq100ModBffrETFMarAAcc,IE0006S0EBF2,"22,24 US$",—,Options Trading,—,—,—,"2,22 MUS$",13 oct 2025,"0,90 %",21 mar 2025
First TrustVstNasdaq100ModBffrETFSepAAcc,IE000FQ808R5,"22,39 US$","0,00 %",Options Trading,—,—,—,"16,81 MUS$",13 oct 2025,"0,90 %",24 sept 2024
FirstTrust Nasdaq® ClnEdge®GlbWtrETFAAcc,IE000Q8F0M81,"19,93 US$",—,Sector Equity Water,—,—,,"995.851,00 US$",13 oct 2025,"0,65 %",2 jul 2025
FirstTrust RBA Am Indstr Rnssac ETFAAcc,IE000U6ABUJ7,"23,61 US$",—,US Large-Cap Blend Equity,,—,,"8,21 MUS$",13 oct 2025,"0,70 %",2 jul 2025
FirstTrust Rising Div Achrs ETF A Acc,IE000K5F6EL4,"20,94 US$",—,US Large-Cap Blend Equity,,—,,"3,13 MUS$",13 oct 2025,"0,50 %",2 jul 2025
FirstTrustBlmbrgGlbSmcndctrSpplyChnETFA$,IE000KXTLDE2,"26,66 US$",—,Sector Equity Technology,—,—,,"11,51 MUS$",13 oct 2025,"0,60 %",11 dic 2024
FirstTrustNasdaqClnEdgeSmrtGrdInfrasETFA,IE000J80JTL1,"52,48 US$","0,00 %",Sector Equity Infrastructure,—,,,"867,82 MUS$",13 oct 2025,"0,63 %",14 abr 2022
FirstTrustVstNasdaq-100MdBffrETFDecA$Acc,IE000GAKWFA7,"22,09 US$",—,Options Trading,—,—,—,"2,21 MUS$",13 oct 2025,"0,90 %",20 dic 2024
Frankfurter UCITS-ETF - Modern Value,LU2439874319,"158,52 €","0,00 %",Global Large-Cap Blend Equity,,,,"71,89 M€",13 oct 2025,"0,54 %",30 jun 2022
Franklin Catholic PrinciplesEMSovDbtETF$,IE000YZIVX22,"31,10 US$","0,00 %",Global Emerging Markets Bond,,,,"60,84 MUS$",26 sept 2025,"0,35 %",27 jun 2022
Franklin EM Multi-Factor Equity ETF,IE00BF2B0K52,"33,05 US$","0,00 %",Global Emerging Markets Equity,,,,"55,60 MUS$",26 sept 2025,"0,30 %",17 oct 2017
Franklin Euro IG Corporate ETF EUR Inc,IE000H0TSO96,"26,96 €","3,45 %",EUR Corporate Bond,,—,,"5,62 M€",30 sept 2025,"0,15 %",31 oct 2023
Franklin Euro Short Maturity ETF,IE00BFWXDY69,"25,77 €","2,63 %",EUR Ultra Short-Term Bond,,,—,"347,21 M€",26 sept 2025,"0,15 %",25 jun 2018
Franklin European Qual Div UCITS ETF€Acc,IE000IMGE5W5,"32,99 €",—,Europe Equity Income,—,—,,"431,96 M€",26 sept 2025,"0,25 %",2 sept 2025
Franklin European Quality Div UCITS ETF,IE00BF2B0L69,"32,66 €","4,17 %",Europe Equity Income,,,,"431,96 M€",26 sept 2025,"0,25 %",6 sept 2017
Franklin FTSE Asia ex China ex Japan ETF,IE00BFWXDV39,"29,00 US$","0,00 %",Asia ex-Japan Equity,,,,"589,58 MUS$",26 sept 2025,"0,14 %",27 sept 2018
Franklin FTSE Brazil UCITS ETF,IE00BHZRQY00,"26,24 US$","0,00 %",Brazil Equity,,,,"58,63 MUS$",26 sept 2025,"0,19 %",4 jun 2019
Franklin FTSE China UCITS ETF,IE00BHZRR147,"33,31 US$","0,00 %",China Equity,,,,"2052,87 MUS$",26 sept 2025,"0,19 %",4 jun 2019
Franklin FTSE Developed Wld ETF USDAcc,IE000CVOSY02,"31,35 US$","0,00 %",Global Large-Cap Blend Equity,,—,,"9,40 MUS$",13 oct 2025,"0,09 %",24 jun 2024
Franklin FTSE Emerging ex China ETF Acc,IE0006D3PGW3,"28,13 US$",—,Global Emerging Markets ex-China Equity,—,—,,"2,81 MUS$",13 oct 2025,"0,11 %",22 oct 2024
Franklin FTSE Emerging Markets ETF Acc,IE0004I037N4,"29,32 US$",—,Global Emerging Markets Equity,,—,,"11,91 MUS$",13 oct 2025,"0,11 %",22 oct 2024
Franklin FTSE India UCITS ETF,IE00BHZRQZ17,"44,13 US$","0,00 %",India Equity,,,,"1396,71 MUS$",26 sept 2025,"0,19 %",25 jun 2019
Franklin FTSE Japan JPY Acc,IE000D0T0BO1,"4635,23 JPY","0,00 %",Japan Large-Cap Blend Equity,,—,,"1410,94 MJPY",13 oct 2025,"0,09 %",29 jul 2024
Franklin FTSE Korea UCITS ETF,IE00BHZRR030,"43,14 US$","0,00 %",Korea Equity,,,,"1066,86 MUS$",26 sept 2025,"0,09 %",4 jun 2019
Franklin FTSE Taiwan UCITS ETF,IE000CM02H85,"39,76 US$","0,00 %",Taiwan Large-Cap Equity,,,,"119,68 MUS$",26 sept 2025,"0,19 %",21 mar 2022
Franklin Future of Food ETF,IE000ZOKLHY7,"26,02 US$","0,00 %",Sector Equity Consumer Goods & Services,,—,,"5,28 MUS$",30 sept 2025,"0,30 %",5 jul 2023
